ProductCategory,Region,CustomerSegment,IsPromotionApplied,ProductionCost,MarketingSpend,SeasonalDemandIndex,CompetitorPrice,CustomerRating,EconomicIndex,StoreCount,SalesRevenue
Toys,West,Low Income,No,611.2870140768497,149.39612786351145,1.7272444237916564,255.42714044790557,3.4770212580547066,76.48545876595095,43,2114.523409352124
Furniture,North,Low Income,No,523.8480811363931,304.7824108735225,1.1151053998920772,426.4962211935748,4.076444633300321,102.91927016835385,30,1835.3172554640305
Furniture,North,Low Income,No,416.0679598220541,226.5741191103295,0.7123483605314233,218.84313881446326,5.053305774088036,111.7836430074052,41,2055.7258722672673
Clothing,East,Low Income,No,635.4441072784276,145.86075258654165,1.2964767283892271,305.34124317850507,3.2047176184125217,120.07271286937772,4,1521.2272315467114
Furniture,West,Low Income,No,357.11427634558095,208.90912230289257,2.0545243179683537,388.659084887993,3.185621135530531,102.74587750698643,66,1860.9235399482868
Clothing,North,High Income,No,522.1883508772099,142.32660026743451,1.9271884825536052,447.32395811162934,4.6399858516667445,88.78917839744453,60,2251.1632217827187
Clothing,East,High Income,No,345.99140249882953,286.1207146994725,1.7052016324625812,244.4158318769086,4.1102625659676395,81.86424492086088,9,1580.4270790975488
Clothing,West,High Income,Yes,525.2317905730539,209.9818980354273,1.4145597942669443,376.86446929107,3.6992499791701,97.6689182892786,31,1790.5835099138199
Clothing,South,High Income,No,468.1372596107402,151.22267360464667,1.2416266189696912,249.4188005181525,3.4351631822472504,69.97991104202858,89,2307.0690569281533
Clothing,East,Low Income,No,608.2237911526367,234.87953678119584,1.42383579777282,410.17278948629735,3.9820056985712178,107.8876172115792,69,2473.64560786975
Electronics,North,High Income,No,572.068947119423,186.09621639758433,1.8908858321510604,438.35736413834195,4.066789545140191,103.5463229094683,24,1966.1493206780829
Furniture,North,Low Income,No,441.28606680083374,135.58856722387594,2.0050953061178807,228.8324081169827,4.06926364305236,103.44692454209381,24,1826.6352080337117
Clothing,East,High Income,Yes,422.1060359183759,219.0523166950105,1.3691066175388662,352.2770807108025,3.4302762912372264,114.35253635635304,93,2456.840120156127
Toys,East,Middle Income,Yes,468.49032669678905,217.6420917068947,2.768115654763797,389.06292222174307,3.8315255386856695,129.0194191747982,45,2139.4939189701367
Furniture,North,High Income,Yes,687.5571460034339,256.8866816283699,1.5462018878885282,276.4586089901525,3.715958526827395,98.59137545909259,95,2850.1879595715313
Furniture,South,High Income,Yes,661.906848110808,203.22517784588987,1.3265222750325492,343.81715521545254,4.323221945698254,101.53866551559354,37,2166.4131075248642
Clothing,West,Low Income,Yes,403.17318146313494,205.35301434792754,2.237834719304775,348.00138085146824,3.459775286452966,92.60669304048315,58,1958.9485790804558
Electronics,South,High Income,Yes,580.0225338001349,208.0066518272592,0.48085173511886237,460.77201086318195,4.038013886590197,111.03022479700442,83,2388.646441218975
Clothing,East,Middle Income,No,326.85685711027344,279.76414972535144,1.7400168472826778,142.31986246400712,5.317113208817952,99.84767331842228,23,2132.8798338898973
Electronics,South,Low Income,Yes,455.26575389426347,184.49632383629645,1.4636008036833517,295.5269198356112,3.4256347606705457,123.10119335437679,35,1782.0142279428221
Toys,North,Low Income,Yes,407.24356471375415,223.47274844028658,2.224092159935679,199.9797278463725,3.626368511047514,122.6809385506369,63,2118.6519569324946
Furniture,East,High Income,No,606.9279457572441,230.8372726007806,1.8024616793250958,301.1038462186746,3.953068773450602,106.32150013483691,6,1696.8279381776958
Toys,West,Low Income,Yes,370.92824802115877,217.488825961538,1.5695510849208292,237.3713597934327,2.5288727939385893,98.40777121280716,6,1094.5185869845818
Electronics,North,Low Income,No,542.9350235422472,182.60476969702148,1.8313168987732744,279.6066224506728,3.286586271440113,94.53505105054708,30,1830.8667070582314
Electronics,North,Low Income,No,500.07101215659634,206.03020036537518,0.9722088439396239,230.068212905158,4.15534627502163,109.60733048241553,1,1702.6438439168364
Toys,West,Low Income,Yes,482.45511702704897,195.31711192835746,1.9834099172394295,312.4293962508542,3.9121649396167566,109.66053318115044,63,1992.3511529343125
Electronics,West,Low Income,No,667.1582950744398,297.9605180055902,0.8277071214932644,385.9115336146797,4.527353578771822,94.52734520313173,8,1881.854878687176
Toys,South,Low Income,Yes,675.9697192334311,177.1118107284347,1.6792486904071824,270.18121700542247,3.8809375808275126,105.76886451455994,28,1996.5427112264535
Furniture,East,Middle Income,Yes,485.56071815470284,154.3710736873886,1.5178071705430123,414.4497764582835,3.8369279184019405,84.5155611569022,89,2371.39240631722
Toys,West,High Income,No,465.40836994000057,199.6899154283462,0.6184727118142874,383.51654464072953,3.6485646124191904,109.01858239090924,33,1614.0686390376377
Furniture,West,Middle Income,No,349.3126681196833,196.16509012856636,1.5344710290480248,462.7255215165467,3.8285774609454943,86.19619892216363,53,1696.7205503992877
Toys,East,Low Income,Yes,499.574101276079,209.8421760084315,1.6409933758531492,332.9085609645943,3.3942060909015934,115.4407129484684,38,1797.582546672401
Electronics,West,Low Income,No,695.3303255745991,177.12766988993343,1.1725620130211045,295.0684766694977,3.926267048517606,93.66571337721082,52,2202.6037162626826
Toys,West,High Income,No,487.12646604720766,205.51867399664383,0.993789000578696,173.18102427651579,3.514371593055384,133.47688519536075,78,2285.9713899334324
Electronics,South,Middle Income,Yes,572.8759283143779,206.48035194856058,1.7460887017141986,237.46503027255625,3.3946172893766544,100.78195991200805,11,1706.1906069115794
Toys,North,High Income,Yes,360.25026760807356,245.29948446800023,1.6811575005804047,283.3677608400607,3.6802712812492975,104.75929783799776,2,1486.7019680202045
Toys,North,Middle Income,No,456.52250702663986,204.6503191854576,1.6134095446270218,292.839437507077,4.225576409869311,72.0267618975426,53,2122.5667701489406
Clothing,North,Low Income,Yes,546.2465305802651,205.12375153157944,1.5044208861774417,487.8977921797201,4.071127753778956,128.1308629435335,94,2620.2495886073216
Electronics,North,High Income,Yes,510.5862398048053,225.81731898542586,1.2167184915122016,283.441857475485,4.333803263277126,99.24130608744751,94,2565.047186855715
Clothing,West,High Income,Yes,582.4667334410561,243.38275315907586,2.6360907263323843,158.5317368583515,3.538381932165115,134.79009193076126,68,2568.1334928566703
Electronics,East,Low Income,Yes,439.7328115441336,150.81621061867105,1.350834579875956,353.16562854223037,3.993401933809124,100.96487376168447,77,2237.5879267761543
Clothing,East,High Income,Yes,325.0011451176335,137.38397200665892,1.0674433182656085,348.5198592215459,4.850896050769281,95.71746163462375,7,1471.7476056412154
Furniture,South,Middle Income,Yes,612.209023032227,284.7739814691906,1.527213637605067,263.28562364480973,4.698757365953729,89.77052687451307,67,2689.0295970767893
Toys,South,Middle Income,Yes,406.38507107290917,235.2037718964079,1.409529476844441,470.2136366202094,3.3626815570722592,112.8436559019906,9,1297.838256249734
Electronics,West,Middle Income,No,550.6604027501984,189.03066818352985,1.3392435957917548,148.27031562056598,3.4957980369142487,110.41513546762923,78,2508.0740368606057
Electronics,East,Middle Income,Yes,545.0856866488415,200.98509683165656,2.437138045302993,399.9565679670292,4.8487351946405575,73.3193074236298,63,2402.7320313218756
Toys,East,Low Income,No,333.6246804968008,180.37191533350867,0.9351260909976964,276.7122636737577,4.225775213126286,88.6221918075345,11,1347.4805323989497
Electronics,North,High Income,No,604.9125417240025,210.56403622207762,1.5187185343968528,223.96657773765673,3.9046349567979908,114.44968487132135,37,1977.6229382147997
Electronics,West,Middle Income,No,443.34328054710306,151.4081405297656,0.9686634875357442,492.0318622349936,3.8487941652219666,87.11048459569234,14,1448.989923787974
Clothing,West,Low Income,Yes,505.50546219869614,242.0083492544963,1.2294876143019857,358.9357384233025,4.113729889302874,83.65926138034405,19,1725.1213572428599
Electronics,North,High Income,Yes,464.1817436034444,208.77266993142507,2.368057974947516,276.12490534415645,4.119996752563341,103.92487700470791,8,1776.0803645091842
Furniture,West,High Income,No,662.2591502232909,210.58135480166757,1.6407225278609465,274.4989048906998,3.733419435467405,101.7429000543319,7,1726.937473800834
Furniture,West,Low Income,Yes,634.3490208184063,155.3028808660739,1.6346852975941921,322.0335068296171,3.918399746125971,90.72025430537659,59,2337.5073949665266
Toys,South,Low Income,No,318.7665416229278,226.21335483863177,1.030259385936073,263.04291872653084,3.7158895816434585,135.34772665318968,63,1967.1839217542426
Electronics,East,Middle Income,Yes,725.8827121908189,156.45141784269794,1.287689220641609,403.96868196870435,4.0843702548376415,97.01978767362797,7,1793.2362801389834
Toys,West,High Income,Yes,432.1693267484804,165.3924570045607,2.4115607607792517,307.0148314450062,3.6312162145188265,74.70011687477918,55,2099.704470704359
Furniture,South,High Income,No,710.2436676981838,204.38109617208755,1.7496811232184555,381.405156135765,3.3661267131924113,67.62176606054962,3,1781.080664725197
Electronics,East,Low Income,No,474.37904278600155,325.36659498078257,1.3301425741785478,316.6341075997334,4.73768788185514,120.44952255172127,67,2467.1253285954203
Electronics,North,High Income,No,465.9083293908065,208.57330666774047,1.7203036284849695,369.5867999339471,3.965212200616818,78.05214505382027,18,1798.3718907737386
Toys,South,Middle Income,Yes,475.2672266922178,71.55995601662156,1.6338319316056045,407.640780139718,4.8485273298619935,100.60883118856295,45,2148.0694539872056
Furniture,South,High Income,No,459.921035502051,167.87493083196247,1.0802801730740619,434.4743865812559,3.0338586394083116,82.5204493546375,97,2099.66819220454
Electronics,East,Low Income,Yes,752.4396537823222,234.1864556110287,1.315595875738963,339.27573500962166,3.275263482098258,97.95776865766601,92,2769.8841257813624
Toys,North,Low Income,Yes,492.36368006793657,143.5769527507938,2.6272680510539326,230.67623314871432,4.2333973871280675,106.95973815597243,36,2001.947265867612
Furniture,South,Middle Income,Yes,469.77035674613103,241.555122057283,1.6960012917233205,286.1934185977245,3.9656337032065716,72.68916289058436,16,1835.5594852314332
Toys,West,Middle Income,No,507.70107574929443,207.94102873825148,0.7154789943452287,297.9089704577632,3.421154968472896,90.88596782052423,79,2294.4053029286956
Clothing,West,High Income,No,403.2664803075295,249.5663596295388,1.7551050741232055,254.14329295371147,4.568247678645157,86.52819425121498,29,1944.1545395370508
Electronics,West,High Income,No,659.7120534290251,172.05729453745013,2.151544136513973,240.78766215971586,3.565053335384564,80.6926106742027,59,2345.953007274112
Clothing,North,Low Income,Yes,352.8919164306869,168.1608042533642,1.0478109099236361,313.9600455368328,4.599275351556041,92.48667761608654,18,1603.498239450811
Furniture,South,Middle Income,Yes,438.5991392928595,228.24925791422555,1.27157885165826,221.3353889513815,3.9647825852112866,87.52399415871183,49,1952.1813280172692
Clothing,West,Middle Income,No,593.6660309846792,199.62358125139204,2.226885477479259,205.80796074619258,3.4650347172020552,117.45975971816603,46,2116.3492623325933
Clothing,North,Middle Income,Yes,504.2352130767432,196.5988594106863,1.5174562344131153,164.44513348333155,3.6656307406654305,85.68445812371692,83,2470.37779261841
Furniture,West,High Income,Yes,554.9215182500046,278.44849344745313,1.428560888604355,338.4269355868332,4.686076513955377,109.01646556933355,29,2207.797064197175
Toys,East,Middle Income,No,653.316411668543,230.20704635308925,0.8319709850607605,327.29983825183814,3.851126482477471,108.31653966229621,70,2388.9690100018875
Clothing,South,Low Income,No,600.380154833248,100.50385166521362,2.0352831542404335,274.0259597408132,4.486170435669827,69.97786016739974,50,2184.59104532366
Toys,South,Low Income,No,513.7476345141146,239.95340612581938,1.4057654816246865,379.5385020614921,4.700220042399163,89.88600969102309,55,2161.652715827172
Clothing,North,High Income,Yes,708.9342649851799,234.9484400207561,0.41450853242161534,220.0952514142358,3.9597883750720064,97.79875696510801,27,2050.7686598148753
Toys,North,High Income,Yes,437.1663851203767,259.2455643611716,0.7136812426168729,330.4699285857513,3.888403523536898,105.308237042452,7,1464.6430134930013
Furniture,South,Middle Income,Yes,489.9690359007447,153.01507902132454,1.219209692408651,304.33306883483834,3.7975159312099587,95.2726135359461,91,2496.8356428284255
Clothing,West,High Income,Yes,496.9559668497234,216.24029126050615,0.9635788534186822,240.7455729061782,4.176048812160929,120.83828650841579,83,2376.5570667769866
Furniture,West,Low Income,Yes,489.75782339830204,205.58150106215908,1.0420191231500109,260.59660561627965,4.752965012000033,102.094919564953,81,2577.0376086631395
Clothing,East,Middle Income,No,393.07893430388395,152.11840762601233,2.6723349476517155,254.44032159564458,3.3864818003468367,108.91029074128365,41,1791.3106261209693
Furniture,West,Low Income,Yes,341.63501748395015,247.33832839532903,1.853761506833052,320.2203175249157,4.10957617982704,88.15653093129488,11,1563.1110347180625
Furniture,North,Middle Income,Yes,541.7201574379194,187.92270003453086,0.21132748850282845,347.47430989244424,4.087939713429136,109.2015950203505,5,1565.3609049153476
Clothing,North,High Income,Yes,436.6526214449343,257.6366195626167,1.3428390443897489,265.88849347883246,3.097906445151521,138.7277921180733,66,2104.5900085178005
Clothing,West,Middle Income,No,690.780878898128,162.8570607466262,1.455253296323066,243.03163807058888,3.556267134009894,110.53170725778807,56,2329.9011506446504
Clothing,North,Middle Income,No,492.7457676764761,126.97072646003024,0.7615330330316828,310.97777028214057,3.6587294466561837,122.06030949339146,12,1445.911990163374
Electronics,South,Low Income,No,474.85107425085096,187.87169089844278,1.7671931527679714,167.85990659932364,4.382014766400119,94.16901035987105,42,2147.596419360031
Toys,South,Low Income,Yes,609.4339786402654,211.59565912812235,0.47930533743004067,302.7485973153817,4.469475455600411,118.48492008062794,75,2439.115484944443
Electronics,West,Middle Income,No,540.2192637447722,173.2902036390544,2.0484734788851853,424.9420387617349,3.062310800040888,120.23137247679837,10,1384.6759929649263
Electronics,South,High Income,No,482.44825722129514,46.777156562088635,2.2207649908614417,243.68293838296154,4.319601041477584,104.90897241709165,28,1914.8803071631412
Furniture,South,High Income,No,435.9268252235557,219.1824572459385,2.676292539478501,285.8515871940041,4.254963992410187,98.50498125824353,7,1899.976370962661
Clothing,East,Low Income,Yes,865.7701803999075,218.9490345261013,0.7128353728835435,381.96493994419563,4.289193338235288,70.09825496066132,14,2267.6710009479348
Toys,East,High Income,No,536.1785762261738,234.35836392704832,0.8145513207499321,360.3738672860119,4.076372982148827,99.35231052470465,77,2378.987907446004
Furniture,South,Low Income,Yes,608.4429577384396,180.97537822246113,1.8463360171263656,304.9471265379881,4.475219922564699,111.3044694584737,69,2550.699741859147
Electronics,West,High Income,Yes,397.7054479766505,178.24741338090465,2.0913400275329885,295.31771791492463,4.585760347726358,84.69514074727874,61,1971.9470767492116
Clothing,East,Middle Income,No,442.2014613576325,272.01608864007454,1.904476330679286,201.15539397054692,3.1830671680531286,74.59834132058279,51,2279.8502813857986
Furniture,North,Low Income,Yes,711.2345888290288,121.2297657089142,2.0398585035971304,339.292225671824,3.9756378483638746,102.03903357798397,42,2373.641182222426
Clothing,North,Low Income,No,639.6930939355635,187.644110316618,2.188413680982517,192.52999900708772,3.872755627033391,104.6133183986711,8,2002.172081936564
Furniture,North,Middle Income,Yes,545.7622103733283,207.11509230659027,1.6011251977646164,134.78521023030478,3.7136264484623136,73.0525751752065,50,2185.167458768613
Clothing,West,Low Income,No,461.8429108202977,230.30109150071206,1.3937250432897037,380.6482455559948,3.7727459763228626,100.81543383052751,1,1259.2100360132401
Electronics,South,High Income,No,476.5964228043424,208.48835912021593,0.8159113960372981,330.95890387144885,4.093391813168699,105.79855117217548,69,2213.4665552288293
Toys,North,High Income,No,432.38892647438706,153.90036807692204,1.3509472973921006,370.3788556046291,3.3516956208958137,126.42607398403575,11,1413.3360876829786
Electronics,West,Low Income,Yes,384.3150669861359,258.3806974010427,1.427555798834552,241.0792276852274,4.3353110300424005,90.46961729522813,48,1923.375944781075
Toys,East,High Income,No,592.3844184261014,200.09537061384538,1.0251577133378724,337.3091172940479,3.8154389645805793,141.728434301258,10,1755.2213215587315
Clothing,South,Low Income,Yes,553.8831222792058,116.59986467543179,1.480887899421468,264.87456810936965,4.437323339794576,101.07770441667256,15,1965.0405106276078
Furniture,East,Middle Income,No,573.6078816342273,210.4588325386697,0.9688105164602586,273.8205877630601,3.690034414982424,75.9611493552346,47,2081.518729006876
Electronics,West,Low Income,Yes,466.3102012037736,223.7638435610732,2.0566661681735847,377.9003299351655,3.662943194509414,93.39628877536946,93,2479.636307188772
Toys,North,Middle Income,Yes,525.5638975133163,298.0371976699057,1.71291223458958,288.0166965438883,3.5272683269138265,77.74307259892262,25,1915.3152906750029
Electronics,North,High Income,No,456.7956235025866,220.4375674435146,1.270198155580843,244.28913663257472,3.6928226953572465,96.65524215429177,6,1524.664031757557
Toys,West,Middle Income,No,427.26919372296936,125.8987213992439,1.5944203039130425,190.75852623107593,3.5992850622758477,109.36932834022335,11,1616.0063232616828
Electronics,North,High Income,No,666.7062436142176,127.65493545958218,0.947455118820925,328.85515006883713,4.217373594547327,105.36377127928154,17,2029.9527364196229
Toys,South,Low Income,No,512.1507296840742,262.93547290991336,0.9981536184403682,384.7580933941474,4.523553659842441,77.39749511893515,15,1814.4216019558366
Toys,West,High Income,No,550.7454338286541,159.85984933254304,1.1830726808613887,237.34972879599837,4.193934044841758,74.91013894925506,16,1734.1375055625272
Clothing,East,Low Income,Yes,583.5754013857501,122.52094679274201,1.4040359647954495,355.1183147767392,3.9612888175163765,108.38778083058,56,2007.3727596872411
Toys,West,Low Income,No,513.4040886233024,250.02554338792163,1.570600906244512,224.5777081013219,4.243443722055514,112.8819795993856,66,2453.5246686018013
Clothing,South,Middle Income,No,524.0632744025154,176.21320938926647,1.5725781834480028,359.94418426367884,3.981790188295525,90.22139009192989,36,1991.9785290085674
Toys,South,Middle Income,Yes,391.33748230462925,247.35069820798037,0.8406111667513498,302.6331571729165,4.01428667247924,49.246556359017376,83,2284.2559758778375
Furniture,West,Middle Income,No,410.3884971563415,154.26402473352942,1.459635558553921,321.4268938050544,3.8466805308671126,76.83201946197521,38,1749.95099838006
Furniture,West,Middle Income,No,405.2185244871553,273.690616683294,1.0909723397092228,244.20717213501783,4.418295631559773,119.72600737323359,85,2489.4981262807223
Furniture,North,High Income,Yes,560.5458416820535,243.6031853466638,-0.20448336872531692,328.604069078948,2.7170342163266397,85.22939424829225,75,1948.2017873203365
Toys,South,High Income,No,507.0890652822065,163.86573166993264,3.0377927657614747,252.18502069322864,2.933575983401088,93.05535950195478,3,1490.8393726198783
Clothing,West,High Income,No,410.3968436234412,116.98047665526795,1.1006746370235443,266.9061206292047,4.513612217877257,111.06679306755272,98,2379.087671208386
Clothing,West,Low Income,No,558.0098841635207,315.25819293770707,1.1284239229275972,178.5897882761725,3.901736432972648,93.87459982385955,18,1835.286767921085
Toys,South,High Income,Yes,554.3456460954106,189.48961490034267,0.8267819388197041,238.227827131856,4.458616922598841,127.94845721646257,79,2553.5228213999912
Furniture,West,High Income,No,430.5034008700635,161.86341764621415,0.9712535226514131,257.9603757660373,3.6959606772239266,92.53126951198315,89,2244.2645534062876
Furniture,North,High Income,Yes,497.21724553707264,269.31541344147496,1.4056638425429417,325.0247610110991,4.837122066441525,82.78693043706618,54,2254.288599623478
Clothing,South,Middle Income,No,554.7141675060477,247.28799267062203,2.1759066620600143,347.65246204622997,3.931740672320192,123.64544406035145,79,2384.502245159552
Furniture,North,High Income,Yes,414.1644645880576,259.139827165629,1.40282566422616,251.36545788623266,4.224695773530047,100.95612186766914,94,2601.241213828359
Electronics,North,Low Income,No,556.622676489595,195.07458612411344,1.3382188453826627,286.8444369416852,3.7764268760588595,78.4320430292598,17,1870.1959676945523
Clothing,North,Middle Income,Yes,530.1023604163562,294.0527345161812,2.1001369885106937,434.91082115688806,3.5514341564221352,109.43648745370727,82,2324.6272115273173
Furniture,North,Low Income,Yes,400.0800294498974,134.4690909724319,1.2378017347324584,310.4886850467868,3.1295357099647947,94.11345673030985,95,2147.882604105907
Clothing,South,High Income,Yes,521.9796734998102,172.39752392212392,1.510574697787833,257.0486044476878,4.39285202813168,77.0827208580341,82,2415.2657830813214
Electronics,North,Middle Income,Yes,536.5648586655905,219.49393778574418,1.0392149673935094,165.62809918485664,4.197708787717121,101.90231545958686,99,2686.5143062541783
Clothing,North,Low Income,Yes,437.3998873861201,258.40556721185567,2.342566750476285,231.68619893046187,4.046846289972259,96.83806995274978,13,1879.2292812194132
Clothing,West,High Income,Yes,445.27163501337907,233.05795102624148,2.0242551200179233,228.57043055382726,3.4306920831093364,66.25162240242565,63,2306.760285605299
Clothing,South,Low Income,No,399.15800690688104,195.85671320766045,1.4235063152333167,458.2298976320303,4.707733000042242,78.81352009718552,14,1609.398115083664
Clothing,South,Low Income,No,455.1001030876106,176.24260663802602,1.300278359064637,232.12339821656076,4.052936296770625,137.30691332922493,59,2212.8509476643094
Electronics,East,Low Income,Yes,498.7917989562852,258.67554291796773,1.4840802716816306,304.08343426705966,4.3514444150679115,101.62619144714103,36,2135.0665349673473
Toys,South,High Income,Yes,445.54778413056795,238.21980066385152,1.4308087106945997,329.66060471031,3.9985064148975806,126.93340952791468,18,1706.1520111876991
Clothing,South,High Income,Yes,351.51121017561127,156.2738103654468,0.7265901673386633,388.52199400151324,3.4552892264008612,106.17636400335117,5,1314.1512539747357
Clothing,East,Low Income,Yes,431.1411975363373,154.78653009684865,2.041333725712687,300.6419393487414,4.496218180592562,124.74271968468076,14,1738.9060895668106
Furniture,South,Middle Income,No,458.27078931879976,172.72559227802424,1.3864311098778073,259.1748393919441,4.225384222260944,111.11497268220432,25,1869.1126027020641
Clothing,South,Middle Income,Yes,581.6838709632252,166.31190671903127,2.4491701880230727,253.87707587360927,3.9092950130382236,81.07342052825373,44,2137.8674268312175
Furniture,South,High Income,No,559.4764914776931,251.4920456273234,1.710907855381291,328.51039941438586,4.216835266189059,112.13650224882676,39,2199.5604511550223
Toys,South,High Income,No,583.6221078875002,221.78661611090087,0.23945667493515366,245.25284339681423,4.408771771126078,80.94445687991066,12,1848.2538234296826
Electronics,East,High Income,Yes,426.0981103001032,227.8893620201549,0.8591882750754747,211.6655085808988,4.330103028489786,118.58738070998604,61,2304.048237038158
Electronics,South,High Income,Yes,514.1550779079344,209.5834818398388,0.42697244664086953,259.1596542535681,3.144336890795408,104.35448103518542,62,2161.5014162066154
Toys,South,High Income,No,257.6953500998466,211.93853576686772,0.8529759728405509,194.04125270378748,3.254899107609234,100.37545047677773,53,1769.7372528833132
Electronics,East,Middle Income,No,542.8920398180989,120.90912923298444,0.6831991629053099,448.0493267616479,4.366424564836003,91.22937938760505,53,2090.21274398241
Toys,West,High Income,Yes,561.0897673900797,239.70918288423843,1.6262837451909202,347.72421680571017,3.6519399432309863,115.96886604736575,28,1859.9518124402055
Toys,North,Low Income,Yes,464.8374832139076,171.82592597042787,1.341957329196862,429.6675074731654,3.475693700779411,96.84694641833073,35,1462.2539025056037
Toys,West,Low Income,Yes,529.5429811721782,198.34223334750035,1.8702699590144445,338.8348829392391,4.186052114873025,61.802096633099694,65,2447.316279276958
Electronics,East,Middle Income,No,348.50757246299474,176.3413538932333,1.4809502086630193,421.96744240340513,3.460528046429528,65.7149716624538,3,1423.8319345013188
Furniture,North,Low Income,No,419.8933009600176,207.2935782575838,1.3798454659275825,329.3971731244733,3.7604293935854534,74.61455362779029,43,1878.7611694602613
Toys,East,Middle Income,Yes,576.5449238432276,228.6546963621998,2.501603474634672,358.0945056796269,4.426134924759348,115.68360420758334,50,2265.2120373896
Clothing,East,Middle Income,No,551.1253278539574,149.55724837383354,1.6114113169292512,129.30247787670544,3.2429290907175874,117.20501173036007,71,2409.019681276854
Electronics,South,Low Income,No,458.8145488955232,212.63746121220012,1.4597442412487127,226.85363224190485,3.3158681201521722,106.49995450653094,9,1648.866950503579
Toys,North,High Income,Yes,581.1362317404711,177.54987106230718,1.0732795399659785,302.95422202047774,3.1945017839756042,106.28817590374213,36,1622.3090047654068
Toys,South,Low Income,Yes,513.829811679991,266.0729387938002,0.9120432421651863,304.8950211831911,3.5694175846576988,128.92269274380146,23,1764.8122489361622
Clothing,North,Low Income,No,449.57790360778404,144.2687298510186,1.8852505091960507,293.88951850617315,4.0413576195298555,106.85696784159992,88,2441.0975670554903
Furniture,East,Middle Income,No,481.71726893967065,149.8741865217973,1.8553479989174297,336.23962216725624,3.690606034372547,112.76219131004612,74,2066.883047058965
Furniture,East,Low Income,Yes,454.45823086884644,182.0214890981595,2.2857893694745,339.53623503439843,4.75167453216288,99.78505326629934,50,2122.161527844228
Furniture,West,Middle Income,Yes,381.6224049181472,153.71781424930805,1.7394557966514077,369.20926536702717,4.227654876024259,90.77889972010479,55,2102.18281360242
Toys,North,High Income,Yes,625.6685805902101,188.7809493506544,1.3034485812802272,353.51948168833104,3.990590974053913,94.39530139498996,12,1808.8223289183004
Toys,South,High Income,Yes,443.1975566707409,173.60572469421433,1.7555051393851584,396.32699196619956,4.6337044750888445,141.0153763857703,83,2352.159900578188
Toys,West,High Income,Yes,416.76392857030885,204.42061888509062,1.4598496988980296,396.9786893941182,3.334596496077435,78.26562874890512,32,1554.606840796802
Electronics,West,Low Income,No,347.0651679486641,250.4036013912077,1.9326925670368849,313.97315591002916,4.43328576189125,106.28623190826579,24,1691.5154686322753
Clothing,West,Middle Income,No,236.40321324108731,203.56398028421373,2.1671659134260217,466.5319030851445,3.8818706816874933,69.6922228441206,86,2094.8094361909816
Toys,South,High Income,No,570.1496868118987,208.11772804082386,1.4157218268081062,408.74644279372916,3.772338678016326,87.78966899410148,67,2313.9077842731194
Clothing,West,Middle Income,No,579.3608687036212,147.13386985939502,2.3786548199073696,235.4439276427571,4.305535627083417,115.47652171931803,27,2216.501009004117
Clothing,South,Middle Income,Yes,619.3038584594708,193.29702230924352,2.09417363381076,331.40826648458346,3.7937457095648153,63.80076138259298,61,2262.6065208919736
Furniture,West,High Income,Yes,485.0960683829818,178.91227641953014,1.5088421697155354,152.5905486467508,4.090951768343791,118.09478575948633,19,1808.074461301219
Electronics,South,High Income,Yes,467.8007472706405,234.08204818202427,1.8353716375289693,166.06413746541213,3.9500445715144648,140.95087218878533,73,2461.541724110942
Toys,East,Middle Income,No,449.2276886696859,161.77165083986512,1.6527484434900919,260.04045357313913,4.15322588671459,107.30321033637023,51,2171.8420875922648
Furniture,East,High Income,No,458.3442370161797,156.96722037443834,1.5109969964021468,229.96440570690032,3.746459785231083,125.2382818908604,64,2175.6457848698205
Furniture,East,Middle Income,No,611.9790350740187,215.87145985736743,2.456572528236505,260.5325639940595,4.4633811799590815,104.9607615771574,77,2843.3807519589836
Toys,East,Middle Income,Yes,497.34847512710417,299.00515271864697,1.7588022304953457,326.2795089917267,2.977910548452325,114.22177708415715,2,1680.3019721822088
Clothing,East,High Income,No,537.8070796001402,191.20256880126684,1.07951581968447,398.0232244679784,4.3204462775772114,109.07532519967981,36,1801.0809531649966
Furniture,West,Low Income,Yes,455.79931680395964,208.41042031152494,0.9860151615356957,393.7401549178486,3.0543801287616392,89.79888384672827,93,2335.1363285834686
Clothing,West,High Income,Yes,632.0847906220707,247.40109241773928,1.0064515397738862,333.05549895743775,3.623275904005479,88.00634764814403,11,1881.454017172728
Electronics,West,Low Income,Yes,309.5261120565261,225.4951949307636,1.7447522504590867,213.03044647503026,4.261179527645476,123.62914114968962,98,2371.556950535416
Clothing,South,Middle Income,Yes,377.9475825281954,225.82397401910987,1.3292431638404714,255.4089502960192,2.993165214482354,99.1557228395204,68,1994.1738474797874
Electronics,South,Middle Income,Yes,537.9710524234558,195.24037740409975,1.6666468583063887,350.974666032577,4.08324037235786,97.16455731011729,68,2382.3297532802853
Clothing,South,Low Income,Yes,675.0610751230936,196.21324086108697,1.9681981424806863,233.91067987677218,3.314327075566079,96.75025964856823,64,2269.8172398053275
Furniture,South,Middle Income,No,477.489980024123,162.24257311367356,2.514356765216144,198.6466609948916,3.515465076148546,106.12813539678996,1,1593.7172913983654
Furniture,East,Low Income,Yes,415.7629194272656,224.31866271506914,1.3407633831558214,339.38537004833256,3.4924630884960006,76.28958974282418,89,2269.7734413323283
